507.200012 503.236115
507.200012 503.236115
506.800018 503.236115
506.000000 503.236115
506.000000 503.179993
506.000000 502.491730
506.000000 501.612396
506.000000 500.411987
506.000000 498.856934
506.000000 497.413055
506.000000 496.048248
506.000000 494.507965
506.000000 493.068848
506.000000 491.968689
506.000000 490.835022
506.000000 489.795288
506.000000 488.759796
506.000000 487.670166
506.000000 486.544617
506.000000 485.468506
506.000000 484.272003
506.000000 483.342712
506.000000 482.455902
506.000000 481.559448
506.000000 480.584564
506.000000 479.568665
506.000000 478.604645
506.000000 477.610657
506.000000 476.583069
506.000000 475.557922
506.000000 474.465393
506.000000 473.457184
506.000000 472.308197
506.000000 471.285919
506.000000 470.089417
506.000000 468.994781
506.000000 467.903107
506.000000 466.931793
506.000000 466.053436
506.000000 465.011841
506.000000 464.172607
505.399994 463.753662
506.000000 461.945526
506.000000 460.854523
506.000000 459.896179
506.000000 458.850403
506.000000 458.007324
506.000000 457.142303
506.000000 456.282562
506.000000 455.349182
506.000000 454.413879
506.000000 453.638611
506.000000 452.765747
506.000000 451.966309
506.000000 451.131317
506.000000 450.361176
506.000000 449.537781
506.000000 448.752991
506.000000 447.927185
506.000000 447.193665
506.000000 446.435455
506.000000 445.675476
506.000000 444.896698
506.000000 444.125336
506.000000 443.403748
506.000000 442.795349
506.000000 442.365417
506.000000 442.046875
506.000000 441.834290
506.600006 439.579346
505.399994 439.818085
506.000000 438.696106
506.000000 437.755188
506.000000 436.992218
506.000000 436.301178
506.000000 435.654022
506.000000 435.016724
506.000000 434.455933
506.000000 433.839966
506.000000 433.227570
506.000000 432.673584
506.000000 432.153168
506.000000 431.506470
506.000000 431.106140
506.000000 430.676086
506.000000 430.425415
506.000000 430.147522
506.000000 429.845093
506.000000 429.579254
506.000000 429.330017
506.000000 429.147949
506.000000 428.923187
506.000000 428.769287
506.000000 428.547821
506.000000 428.378021
506.000000 428.187836
506.000000 428.003052
506.000000 427.794281
506.000000 427.605194
506.000000 427.409760
506.000000 427.249664
506.000000 427.094940
506.000000 426.959412
506.000000 426.793091
506.000000 426.623260
506.000000 426.482269
506.000000 426.303436
506.000000 426.096893
506.000000 425.876556
506.000000 425.719330
506.000000 425.482391
506.000000 425.275635
506.000000 425.065369
506.000000 424.821686
506.000000 424.600006
506.000000 424.375641
506.000000 424.128754
506.000000 423.841278
506.000000 423.614838
506.000000 423.387848
506.000000 423.145996
506.000000 422.896027
506.000000 422.655060
506.000000 422.438019
506.000000 422.141113
506.000000 421.931488
506.000000 421.710907
506.000000 421.455444
506.000000 421.234680
506.000000 420.981598
506.000000 420.754944
506.000000 420.424530
506.000000 420.141968
506.000000 419.879730
506.000000 419.729462
506.000000 419.542389
506.000000 419.392822
506.000000 419.208954
506.000000 419.019745
506.000000 418.813202
506.000000 418.579071
506.000000 418.353485
506.000000 418.146454
506.000000 417.957733
506.000000 417.771179
506.000000 417.554108
506.000000 417.237579
506.000000 417.065430
506.000000 416.940491
506.000000 416.795593
506.000000 416.633575
506.000000 416.530914
506.000000 416.382568
506.000000 416.178802
506.000000 415.955322
506.000000 415.903107
506.000000 415.792053
506.000000 415.651428
506.000000 415.507782
506.000000 415.350250
506.000000 415.237640
506.000000 415.128937
506.000000 415.014496
506.000000 414.887665
506.000000 414.782227
506.000000 414.659149
506.000000 414.534790
506.000000 414.453400
506.000000 414.372864
506.000000 414.271637
506.000000 414.195557
506.000000 414.113373
506.000000 414.032593
506.000000 413.931671
506.000000 413.830322
506.000000 413.770203
506.000000 413.662262
506.000000 413.635437
506.000000 413.572052
506.000000 413.491547
506.000000 413.438904
506.000000 413.360474
506.000000 413.291809
506.000000 413.221130
506.000000 413.158844
506.000000 413.075470
506.000000 413.008209
506.000000 412.939545
506.000000 412.843811
506.000000 412.745850
506.000000 412.662445
506.000000 412.622833
506.000000 412.589813
506.000000 412.534485
506.000000 412.470673
506.000000 412.432159
506.000000 412.375000
506.000000 412.321777
506.000000 412.277435
506.000000 412.245911
506.000000 412.191589
506.000000 412.147827
506.000000 412.066620
506.000000 411.929016
506.000000 411.820435
506.000000 411.635498
506.000000 411.503479
506.000000 411.373596
506.000000 411.274994
506.000000 411.107635
506.000000 410.952606
506.000000 410.832977
506.000000 410.714783
506.000000 410.578369
506.000000 410.423584
506.000000 410.313904
506.000000 410.197632
506.000000 410.110077
506.000000 410.054260
506.000000 410.024963
506.000000 410.013733
506.000000 409.988892
506.000000 409.970245
506.000000 409.964050
506.000000 409.950378
506.000000 409.920837
506.000000 409.913879
506.000000 409.907104
506.000000 409.900513
